"head","relation","tail"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_inclacumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_cixutumumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_ascrinvacumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_aducanumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_gs_5745"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_vanucizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_tanezumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_ensituximab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_fezakinumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_dusigitumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_fresolimumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_indusatumab_vedotin"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_bococizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_mogamulizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_plozalizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_inebilizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_mavrilimumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_blosozumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_bimagrumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_dacetuzumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_tovetumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_lumretuzumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_ibalizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_intetumumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_carlumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_demcizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_sifalimumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_abituzumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_ecromeximab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_naptumomab_estafenatox"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_crotedumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_concizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_depatuxizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_rontalizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_amatuximab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_clazakizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_ozanezumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_bimekizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_milatuzumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_robatumumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_namilumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_racotumomab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_tregalizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_olokizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_bezlotoxumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_edrecolomab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_nebacumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_human_cytomegalovirus_immune_globulin"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_emicizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_sulesomab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_besilesomab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_tildrakizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_burosumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_erenumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_eptinezumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_fremanezumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_galcanezumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_fanolesomab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_lecanemab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_lanadelumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_cemiplimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_emapalumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_risankizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_camrelizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_setrusumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_gancotamab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_anetumab_ravtansine"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_isatuximab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_icrucumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_codrituzumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_brolucizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_xentuzumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_lintuzumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_vobarilizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_parsatuzumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_emactuzumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_bevacizumab_zirconium_zr_89"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_refanezumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_rozanolixizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_bermekimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_pamrevlumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_opicinumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_margetuximab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_dalantercept"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_pateclizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_gremubamab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_apomab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_tafasitamab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_ipafricept"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_abrilumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_frovocimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_tezepelumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_tigatuzumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_telisotuzumab_vedotin"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_utomilumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_zolbetuximab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_ponezumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_asunercept"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_suvratoxumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_mitazalimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_nemolizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_bleselumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_gedivumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_valanafusp_alfa"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_sofituzumab_vedotin"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_istiratumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_pidilizumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_gma_161"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_ladiratuzumab_vedotin"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_tomaralimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_vesencumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_pinatuzumab_vedotin"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_lulizumab_pegol"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_lorukafusp_alfa"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_naratuximab_emtansine"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_zenocutuzumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_atoltivimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_maftivimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_odesivimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_belantamab_mafodotin"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_ansuvimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_bamlanivimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_human_hepatitis_b_virus_immune_globulin"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_human_rho_d_immune_globulin"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_dostarlimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_certolizumab_pegol"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_inolimomab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_pentaglobin"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_abagovomab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_efungumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_foralumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_indatuximab_ravtansine"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_magrolimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_olinvacimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_actoxumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_volagidemab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_bentracimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_amivantamab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_ebola_zaire_vaccine_live_attenuated"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_imlifidase"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_imdevimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_casirivimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_cilgavimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_tixagevimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_sotrovimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_loncastuximab_tesirine"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_tisotumab_vedotin"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_sutimlimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_bebtelovimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_mosunetuzumab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_spesolimab"
"drug_human_immunoglobulin_g","INTERACTS_WITH","drug_eflapegrastim"
"drug_palifermin","INTERACTS_WITH","drug_ardeparin"
"drug_palifermin","INTERACTS_WITH","drug_semuloparin"
"drug_palifermin","INTERACTS_WITH","drug_danaparoid"
"drug_palifermin","INTERACTS_WITH","drug_bemiparin"
"drug_palifermin","INTERACTS_WITH","drug_nadroparin_calcium"
"drug_palifermin","INTERACTS_WITH","drug_parnaparin"
"drug_palifermin","INTERACTS_WITH","drug_reviparin"
"drug_palifermin","INTERACTS_WITH","drug_peginterferon_alfa_2a"
"drug_palifermin","INTERACTS_WITH","drug_interferon_alfa_n1"
"drug_palifermin","INTERACTS_WITH","drug_interferon_alfa_n3"
"drug_palifermin","INTERACTS_WITH","drug_peginterferon_alfa_2b"
"drug_palifermin","INTERACTS_WITH","drug_interferon_gamma_1b"
"drug_palifermin","INTERACTS_WITH","drug_interferon_alfa_2a"
"drug_palifermin","INTERACTS_WITH","drug_aldesleukin"
"drug_palifermin","INTERACTS_WITH","drug_interferon_beta_1b"
"drug_palifermin","INTERACTS_WITH","drug_interferon_alfacon_1"
"drug_palifermin","INTERACTS_WITH","drug_rituximab"
"drug_palifermin","INTERACTS_WITH","drug_tositumomab_i_131"
"drug_palifermin","INTERACTS_WITH","drug_alemtuzumab"
"drug_palifermin","INTERACTS_WITH","drug_human_interferon_omega_1"
"drug_palifermin","INTERACTS_WITH","drug_trastuzumab"
"drug_palifermin","INTERACTS_WITH","drug_blinatumomab"
"drug_palifermin","INTERACTS_WITH","drug_dinutuximab"
"drug_palifermin","INTERACTS_WITH","drug_peginterferon_beta_1a"
"drug_palifermin","INTERACTS_WITH","drug_cepeginterferon_alfa_2b"
"drug_palifermin","INTERACTS_WITH","drug_mosunetuzumab"
"drug_aldesleukin","INTERACTS_WITH","drug_denosumab"
"drug_aldesleukin","INTERACTS_WITH","drug_etanercept"
"drug_aldesleukin","INTERACTS_WITH","drug_interferon_alfa_n1"
"drug_aldesleukin","INTERACTS_WITH","drug_interferon_gamma_1b"
"drug_aldesleukin","INTERACTS_WITH","drug_adalimumab"
"drug_aldesleukin","INTERACTS_WITH","drug_infliximab"
"drug_aldesleukin","INTERACTS_WITH","drug_interferon_beta_1b"
"drug_aldesleukin","INTERACTS_WITH","drug_rituximab"
"drug_aldesleukin","INTERACTS_WITH","drug_basiliximab"
"drug_aldesleukin","INTERACTS_WITH","drug_muromonab_cd3"
"drug_aldesleukin","INTERACTS_WITH","drug_tositumomab_i_131"
"drug_aldesleukin","INTERACTS_WITH","drug_alemtuzumab"
"drug_aldesleukin","INTERACTS_WITH","drug_alefacept"
"drug_aldesleukin","INTERACTS_WITH","drug_efalizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_lapine_t_lymphocyte_immune_globulin"
"drug_aldesleukin","INTERACTS_WITH","drug_daclizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_eculizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_abatacept"
"drug_aldesleukin","INTERACTS_WITH","drug_afelimomab"
"drug_aldesleukin","INTERACTS_WITH","drug_gallium_nitrate_anhydrous"
"drug_aldesleukin","INTERACTS_WITH","drug_briakinumab"
"drug_aldesleukin","INTERACTS_WITH","drug_human_interferon_omega_1"
"drug_aldesleukin","INTERACTS_WITH","drug_canakinumab"
"drug_aldesleukin","INTERACTS_WITH","drug_rilonacept"
"drug_aldesleukin","INTERACTS_WITH","drug_mepolizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_abetimus"
"drug_aldesleukin","INTERACTS_WITH","drug_golimumab"
"drug_aldesleukin","INTERACTS_WITH","drug_belatacept"
"drug_aldesleukin","INTERACTS_WITH","drug_belimumab"
"drug_aldesleukin","INTERACTS_WITH","drug_certolizumab_pegol"
"drug_aldesleukin","INTERACTS_WITH","drug_secukinumab"
"drug_aldesleukin","INTERACTS_WITH","drug_vedolizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_siltuximab"
"drug_aldesleukin","INTERACTS_WITH","drug_blinatumomab"
"drug_aldesleukin","INTERACTS_WITH","drug_dinutuximab"
"drug_aldesleukin","INTERACTS_WITH","drug_peginterferon_beta_1a"
"drug_aldesleukin","INTERACTS_WITH","drug_ixekizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_ravulizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_peficitinib"
"drug_aldesleukin","INTERACTS_WITH","drug_sarilumab"
"drug_aldesleukin","INTERACTS_WITH","drug_brodalumab"
"drug_aldesleukin","INTERACTS_WITH","drug_sirukumab"
"drug_aldesleukin","INTERACTS_WITH","drug_guselkumab"
"drug_aldesleukin","INTERACTS_WITH","drug_cepeginterferon_alfa_2b"
"drug_aldesleukin","INTERACTS_WITH","drug_hypericin"
"drug_aldesleukin","INTERACTS_WITH","drug_begelomab"
"drug_aldesleukin","INTERACTS_WITH","drug_emapalumab"
"drug_aldesleukin","INTERACTS_WITH","drug_risankizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_rozanolixizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_bleselumab"
"drug_aldesleukin","INTERACTS_WITH","drug_ponesimod"
"drug_aldesleukin","INTERACTS_WITH","drug_inolimomab"
"drug_aldesleukin","INTERACTS_WITH","drug_natalizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_sipuleucel_t"
"drug_aldesleukin","INTERACTS_WITH","drug_peginterferon_alfa_2a"
"drug_aldesleukin","INTERACTS_WITH","drug_interferon_alfa_n3"
"drug_aldesleukin","INTERACTS_WITH","drug_peginterferon_alfa_2b"
"drug_aldesleukin","INTERACTS_WITH","drug_interferon_alfa_2a"
"drug_aldesleukin","INTERACTS_WITH","drug_interferon_alfacon_1"
"drug_aldesleukin","INTERACTS_WITH","drug_retapamulin"
"drug_aldesleukin","INTERACTS_WITH","drug_ethiodized_oil"
"drug_aldesleukin","INTERACTS_WITH","drug_trastuzumab"
"drug_aldesleukin","INTERACTS_WITH","drug_streptokinase"
"drug_aldesleukin","INTERACTS_WITH","drug_g17dt_immunogen"
"drug_aldesleukin","INTERACTS_WITH","drug_pev3a"
"drug_aldesleukin","INTERACTS_WITH","drug_ingn_225"
"drug_aldesleukin","INTERACTS_WITH","drug_rindopepimut"
"drug_aldesleukin","INTERACTS_WITH","drug_srp_299"
"drug_aldesleukin","INTERACTS_WITH","drug_gi_5005"
"drug_aldesleukin","INTERACTS_WITH","drug_vitespen"
"drug_aldesleukin","INTERACTS_WITH","drug_tg4010"
"drug_aldesleukin","INTERACTS_WITH","drug_anthrax_immune_globulin_human"
"drug_aldesleukin","INTERACTS_WITH","drug_rabies_virus_inactivated_antigen_b"
"drug_aldesleukin","INTERACTS_WITH","drug_rabies_virus_inactivated_antigen_a"
"drug_aldesleukin","INTERACTS_WITH","drug_clostridium_tetani"
"drug_aldesleukin","INTERACTS_WITH","drug_corynebacterium_diphtheriae"
"drug_aldesleukin","INTERACTS_WITH","drug_influenza_a_virus_a_south_australia_34_2019_ivr_197_h3n2_antigen_formaldehyde_inactivated"
"drug_aldesleukin","INTERACTS_WITH","drug_japanese_encephalitis_virus_strain_sa_14_14_2_antigen_formaldehyde_inactivated"
"drug_aldesleukin","INTERACTS_WITH","drug_influenza_virus_type_b"
"drug_aldesleukin","INTERACTS_WITH","drug_typhoid_vi_polysaccharide_vaccine"
"drug_aldesleukin","INTERACTS_WITH","drug_hepatitis_a_vaccine"
"drug_aldesleukin","INTERACTS_WITH","drug_haemophilus_influenzae_type_b_strain_20752_capsular_polysaccharide_tetanus_toxoid_conjugate_antigen"
"drug_aldesleukin","INTERACTS_WITH","drug_influenza_a_virus_a_brisbane_59_2007_h1n1_hemagglutinin_antigen_propiolactone_inactivated"
"drug_aldesleukin","INTERACTS_WITH","drug_rabies_immune_globulin_human"
"drug_aldesleukin","INTERACTS_WITH","drug_hepatitis_b_vaccine_recombinant"
"drug_aldesleukin","INTERACTS_WITH","drug_tecemotide"
"drug_aldesleukin","INTERACTS_WITH","drug_typhoid_vaccine"
"drug_aldesleukin","INTERACTS_WITH","drug_influenza_a_virus_a_victoria_210_2009_x_187_h3n2_hemagglutinin_antigen_formaldehyde_inactivated"
"drug_aldesleukin","INTERACTS_WITH","drug_influenza_a_virus_a_california_7_2009_h1n1_live_attenuated_antigen"
"drug_aldesleukin","INTERACTS_WITH","drug_influenza_a_virus_a_victoria_210_2009_x_187_h3n2_antigen_formaldehyde_inactivated"
"drug_aldesleukin","INTERACTS_WITH","drug_influenza_a_virus_a_perth_16_2009_h3n2_live_attenuated_antigen"
"drug_aldesleukin","INTERACTS_WITH","drug_influenza_a_virus_a_uruguay_716_2007_h3n2_antigen_formaldehyde_inactivated"
"drug_aldesleukin","INTERACTS_WITH","drug_influenza_a_virus_a_brisbane_59_2007_h1n1_antigen_formaldehyde_inactivated"
"drug_aldesleukin","INTERACTS_WITH","drug_smallpox_vaccinia_vaccine_live"
"drug_aldesleukin","INTERACTS_WITH","drug_pertussis_vaccine"
"drug_aldesleukin","INTERACTS_WITH","drug_yersinia_pestis_195_p_antigen_formaldehyde_inactivated"
"drug_aldesleukin","INTERACTS_WITH","drug_varicella_zoster_vaccine_recombinant"
"drug_aldesleukin","INTERACTS_WITH","drug_modified_vaccinia_ankara"
"drug_aldesleukin","INTERACTS_WITH","drug_ebola_zaire_vaccine_live_attenuated"
"drug_aldesleukin","INTERACTS_WITH","drug_moderna_covid_19_vaccine"
"drug_aldesleukin","INTERACTS_WITH","drug_measles_virus_vaccine_live_attenuated"
"drug_aldesleukin","INTERACTS_WITH","drug_abciximab"
"drug_aldesleukin","INTERACTS_WITH","drug_caplacizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_maritime_pine_extract"
"drug_aldesleukin","INTERACTS_WITH","drug_ocrelizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_rubella_virus_vaccine"
"drug_aldesleukin","INTERACTS_WITH","drug_varicella_zoster_vaccine_live_attenuated"
"drug_aldesleukin","INTERACTS_WITH","drug_bacillus_calmette_guerin_substrain_tice_live_antigen"
"drug_aldesleukin","INTERACTS_WITH","drug_bacillus_calmette_guerin_substrain_connaught_live_antigen"
"drug_aldesleukin","INTERACTS_WITH","drug_yellow_fever_vaccine"
"drug_aldesleukin","INTERACTS_WITH","drug_typhoid_vaccine_live"
"drug_aldesleukin","INTERACTS_WITH","drug_bacillus_calmette_guerin_substrain_danish_1331_live_antigen"
"drug_aldesleukin","INTERACTS_WITH","drug_human_adenovirus_e_serotype_4_strain_cl_68578_antigen"
"drug_aldesleukin","INTERACTS_WITH","drug_vibrio_cholerae_cvd_103_hgr_strain_live_antigen"
"drug_aldesleukin","INTERACTS_WITH","drug_human_adenovirus_b_serotype_7"
"drug_aldesleukin","INTERACTS_WITH","drug_palifermin"
"drug_aldesleukin","INTERACTS_WITH","drug_sucralfate"
"drug_aldesleukin","INTERACTS_WITH","drug_tiotropium_bromide"
"drug_aldesleukin","INTERACTS_WITH","drug_ipilimumab"
"drug_aldesleukin","INTERACTS_WITH","drug_corifollitropin_alfa"
"drug_aldesleukin","INTERACTS_WITH","drug_ancestim"
"drug_aldesleukin","INTERACTS_WITH","drug_hydroxyethyl_starch"
"drug_aldesleukin","INTERACTS_WITH","drug_pentastarch"
"drug_aldesleukin","INTERACTS_WITH","drug_technetium_tc_99m_mebrofenin"
"drug_aldesleukin","INTERACTS_WITH","drug_dextran_sulfate"
"drug_aldesleukin","INTERACTS_WITH","drug_idarucizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_magnesium_trisilicate_anhydrous"
"drug_aldesleukin","INTERACTS_WITH","drug_estrogens_conjugated_synthetic_a"
"drug_aldesleukin","INTERACTS_WITH","drug_estrogens_conjugated_synthetic_b"
"drug_aldesleukin","INTERACTS_WITH","drug_simoctocog_alfa"
"drug_aldesleukin","INTERACTS_WITH","drug_invert_sugar"
"drug_aldesleukin","INTERACTS_WITH","drug_eucalyptus_oil"
"drug_aldesleukin","INTERACTS_WITH","drug_clove_oil"
"drug_aldesleukin","INTERACTS_WITH","drug_evening_primrose_oil"
"drug_aldesleukin","INTERACTS_WITH","drug_antithrombin_iii_human"
"drug_aldesleukin","INTERACTS_WITH","drug_magnesium_aluminum_silicate"
"drug_aldesleukin","INTERACTS_WITH","drug_albutrepenonacog_alfa"
"drug_aldesleukin","INTERACTS_WITH","drug_golodirsen"
"drug_aldesleukin","INTERACTS_WITH","drug_methazolamide"
"drug_aldesleukin","INTERACTS_WITH","drug_medical_cannabis"
"drug_aldesleukin","INTERACTS_WITH","drug_lepirudin"
"drug_aldesleukin","INTERACTS_WITH","drug_urokinase"
"drug_aldesleukin","INTERACTS_WITH","drug_reteplase"
"drug_aldesleukin","INTERACTS_WITH","drug_anistreplase"
"drug_aldesleukin","INTERACTS_WITH","drug_tenecteplase"
"drug_aldesleukin","INTERACTS_WITH","drug_drotrecogin_alfa"
"drug_aldesleukin","INTERACTS_WITH","drug_ardeparin"
"drug_aldesleukin","INTERACTS_WITH","drug_desmoteplase"
"drug_aldesleukin","INTERACTS_WITH","drug_ancrod"
"drug_aldesleukin","INTERACTS_WITH","drug_fibrinolysin"
"drug_aldesleukin","INTERACTS_WITH","drug_semuloparin"
"drug_aldesleukin","INTERACTS_WITH","drug_danaparoid"
"drug_aldesleukin","INTERACTS_WITH","drug_bemiparin"
"drug_aldesleukin","INTERACTS_WITH","drug_nadroparin_calcium"
"drug_aldesleukin","INTERACTS_WITH","drug_parnaparin"
"drug_aldesleukin","INTERACTS_WITH","drug_protein_c"
"drug_aldesleukin","INTERACTS_WITH","drug_monteplase"
"drug_aldesleukin","INTERACTS_WITH","drug_protein_s_human"
"drug_aldesleukin","INTERACTS_WITH","drug_brinase"
"drug_aldesleukin","INTERACTS_WITH","drug_saruplase"
"drug_aldesleukin","INTERACTS_WITH","drug_reviparin"
"drug_aldesleukin","INTERACTS_WITH","drug_sr_123781a"
"drug_aldesleukin","INTERACTS_WITH","drug_thyroid_porcine"
"drug_aldesleukin","INTERACTS_WITH","drug_cryptenamine"
"drug_aldesleukin","INTERACTS_WITH","drug_rauwolfia_serpentina_root"
"drug_aldesleukin","INTERACTS_WITH","drug_txa127"
"drug_aldesleukin","INTERACTS_WITH","drug_guanoxabenz"
"drug_aldesleukin","INTERACTS_WITH","drug_inebilizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_bacillus_calmette_guerin_substrain_russian_bcg_i_live_antigen"
"drug_aldesleukin","INTERACTS_WITH","drug_peginesatide"
"drug_aldesleukin","INTERACTS_WITH","drug_erythropoietin"
"drug_aldesleukin","INTERACTS_WITH","drug_methoxy_polyethylene_glycol_epoetin_beta"
"drug_aldesleukin","INTERACTS_WITH","drug_allogeneic_processed_thymus_tissue"
"drug_aldesleukin","INTERACTS_WITH","drug_tick_borne_encephalitis_vaccine_whole_virus_inactivated"
"drug_aldesleukin","INTERACTS_WITH","drug_nuvaxovid"
"drug_aldesleukin","INTERACTS_WITH","drug_mumps_virus_strain_b_level_jeryl_lynn_live_antigen"
"drug_aldesleukin","INTERACTS_WITH","drug_bordetella_pertussis_pertactin_antigen"
"drug_aldesleukin","INTERACTS_WITH","drug_mosunetuzumab"
"drug_aldesleukin","INTERACTS_WITH","drug_janssen_covid_19_vaccine"
"drug_aldesleukin","INTERACTS_WITH","drug_spesolimab"
"drug_aldesleukin","INTERACTS_WITH","drug_anifrolumab"
"drug_aldesleukin","INTERACTS_WITH","drug_bimekizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_satralizumab"
"drug_aldesleukin","INTERACTS_WITH","drug_pegcetacoplan"
"drug_aldesleukin","INTERACTS_WITH","drug_meningococcal_groups_a_c_y_and_w_135_oligosaccharide_diphtheria_crm197_conjugate_vaccine"
"drug_aldesleukin","INTERACTS_WITH","drug_famtozinameran"
"drug_omalizumab","INTERACTS_WITH","drug_estrogens_conjugated_synthetic_a"
"drug_omalizumab","INTERACTS_WITH","drug_estrogens_conjugated_synthetic_b"
"drug_omalizumab","INTERACTS_WITH","drug_esterified_estrogens"
"drug_omalizumab","INTERACTS_WITH","drug_human_immunoglobulin_g"
"drug_omalizumab","INTERACTS_WITH","drug_adalimumab"
